productid;productname;subcategory;category
OFF-EN-10002600;Strathmore #10 Envelopes, Ultimate White;Envelopes                                         ;Office Supplies
OFF-EN-10002621;"""Tyvek Interoffice Envelopes, 9 1/2"""" x 12 1/2"""", 100/Box""";Envelopes                                         ;Office Supplies
OFF-EN-10002831;Poly String Tie Envelopes;Envelopes                                         ;Office Supplies
OFF-EN-10002973;Brown Kraft Recycled Envelopes;Envelopes                                         ;Office Supplies
OFF-EN-10002986;Grip Seal Envelopes;Envelopes                                         ;Office Supplies
OFF-EN-10003001;Staple envelope;Envelopes                                         ;Office Supplies
OFF-EN-10003040;Jiffy Padded Mailers with Self-Seal Closure;Envelopes                                         ;Office Supplies
OFF-EN-10003055;Staple envelope;Envelopes                                         ;Office Supplies
OFF-EN-10003068;Airmail Envelopes;Envelopes                                         ;Office Supplies
OFF-EN-10003072;#10 Self-Seal White Envelopes;Envelopes                                         ;Office Supplies
OFF-EN-10003134;Globe Weis Peel & Seel First Class Envelopes;Envelopes                                         ;Office Supplies
OFF-EN-10003160;Tyvek  Top-Opening Peel & Seel Envelopes, Plain White;Envelopes                                         ;Office Supplies
OFF-EN-10003286;Peel & Seel Recycled Catalog Envelopes, Brown;Envelopes                                         ;Office Supplies
OFF-EN-10003296;Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2;Envelopes                                         ;Office Supplies
OFF-EN-10003448;Staple envelope;Envelopes                                         ;Office Supplies
OFF-EN-10003567;Tyvek  Top-Opening Peel & Seel  Envelopes, Gray;Envelopes                                         ;Office Supplies
OFF-EN-10003798;Ampad #10 Peel & Seel Holiday Envelopes;Envelopes                                         ;Office Supplies
OFF-EN-10003845;"""#10-4 1/8"""" x 9 1/2"""" Premium Diagonal Seam Envelopes""";Envelopes                                         ;Office Supplies
OFF-EN-10003862;Ames Color-File Green Diamond Border X-ray Mailers;Envelopes                                         ;Office Supplies
OFF-EN-10004007;Quality Park Security Envelopes;Envelopes                                         ;Office Supplies
OFF-EN-10004030;Blue String-Tie & Button Interoffice Envelopes, 10 x 13;Envelopes                                         ;Office Supplies
OFF-EN-10004147;#6 3/4 Gummed Flap White Envelopes;Envelopes                                         ;Office Supplies
OFF-EN-10004206;Peel & Seel Envelopes;Envelopes                                         ;Office Supplies
OFF-EN-10004386;Staple envelope;Envelopes                                         ;Office Supplies
OFF-EN-10004459;Pastel Pink Envelopes;Envelopes                                         ;Office Supplies
OFF-EN-10004483;Staple envelope;Envelopes                                         ;Office Supplies
OFF-EN-10004773;Tyvek Side-Opening Peel & Seel Expanding Envelopes;Envelopes                                         ;Office Supplies
OFF-EN-10004846;Peel & Seel Recycled Catalog Envelopes, Brown;Envelopes                                         ;Office Supplies
OFF-EN-10004955;"""Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"""" x 13"""" , 100/Box""";Envelopes                                         ;Office Supplies
OFF-FA-10000053;Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13;Envelopes                                         ;Office Supplies
OFF-FA-10000089;Colored Envelopes;Envelopes                                         ;Office Supplies
OFF-FA-10000134;Laser & Ink Jet Business Envelopes;Envelopes                                         ;Office Supplies
OFF-FA-10000254;Park Ridge Embossed Executive Business Envelopes;Envelopes                                         ;Office Supplies
OFF-FA-10000304;Convenience Packs of Business Envelopes;Envelopes                                         ;Office Supplies
OFF-FA-10000490;Wausau Papers Astrobrights Colored Envelopes;Envelopes                                         ;Office Supplies
OFF-FA-10000585;Multimedia Mailers;Envelopes                                         ;Office Supplies
OFF-FA-10000611;Recycled Interoffice Envelopes with String and Button Closure, 10 x 13;Envelopes                                         ;Office Supplies
OFF-FA-10000621;Security-Tint Envelopes;Envelopes                                         ;Office Supplies
OFF-FA-10000624;#10 White Business Envelopes,4 1/8 x 9 1/2;Envelopes                                         ;Office Supplies
OFF-FA-10000735;Staple envelope;Envelopes                                         ;Office Supplies
OFF-FA-10000840;Letter or Legal Size Expandable Poly String Tie Envelopes;Envelopes                                         ;Office Supplies
OFF-FA-10000936;Fashion Color Clasp Envelopes;Envelopes                                         ;Office Supplies
OFF-FA-10000992;Revere Boxed Rubber Bands by Revere;Fasteners                                         ;Office Supplies
OFF-FA-10001135;Acco Glide Clips;Fasteners                                         ;Office Supplies
OFF-FA-10001229;Advantus Push Pins, Aluminum Head;Fasteners                                         ;Office Supplies
OFF-FA-10001332;Sterling Rubber Bands by Alliance;Fasteners                                         ;Office Supplies
OFF-FA-10001561;Advantus Push Pins;Fasteners                                         ;Office Supplies
OFF-FA-10001754;"""OIC Binder Clips, Mini, 1/4"""" Capacity, Black""";Fasteners                                         ;Office Supplies
OFF-FA-10001843;OIC Bulk Pack Metal Binder Clips;Fasteners                                         ;Office Supplies
OFF-FA-10001883;Binder Clips by OIC;Fasteners                                         ;Office Supplies
OFF-FA-10002280;OIC Colored Binder Clips, Assorted Sizes;Fasteners                                         ;Office Supplies
OFF-FA-10002676;OIC Binder Clips;Fasteners                                         ;Office Supplies
OFF-FA-10002701;Staples;Fasteners                                         ;Office Supplies
OFF-FA-10002763;OIC Thumb-Tacks;Fasteners                                         ;Office Supplies
OFF-FA-10002780;Acco Hot Clips Clips to Go;Fasteners                                         ;Office Supplies
OFF-FA-10002815;Acco Clips to Go Binder Clips, 24 Clips in Two Sizes;Fasteners                                         ;Office Supplies
OFF-FA-10002975;Brites Rubber Bands, 1 1/2 oz. Box;Fasteners                                         ;Office Supplies
OFF-FA-10002983;Staples;Fasteners                                         ;Office Supplies
OFF-FA-10002988;"""Acco Banker's Clasps, 5 3/4""""-Long""";Fasteners                                         ;Office Supplies
OFF-FA-10003021;Stockwell Push Pins;Fasteners                                         ;Office Supplies
OFF-FA-10003059;Stockwell Gold Paper Clips;Fasteners                                         ;Office Supplies
OFF-FA-10003112;Staples;Fasteners                                         ;Office Supplies
OFF-FA-10003467;Alliance Super-Size Bands, Assorted Sizes;Fasteners                                         ;Office Supplies
OFF-FA-10003472;Advantus Plastic Paper Clips;Fasteners                                         ;Office Supplies
OFF-FA-10003485;Colored Push Pins;Fasteners                                         ;Office Supplies
OFF-FA-10003495;Alliance Rubber Bands;Fasteners                                         ;Office Supplies
OFF-FA-10004076;Advantus Map Pennant Flags and Round Head Tacks;Fasteners                                         ;Office Supplies
OFF-FA-10004248;Staples;Fasteners                                         ;Office Supplies
OFF-FA-10004395;Staples;Fasteners                                         ;Office Supplies
OFF-FA-10004838;Staples;Fasteners                                         ;Office Supplies
OFF-FA-10004854;Advantus SlideClip Paper Clips;Fasteners                                         ;Office Supplies
OFF-FA-10004968;Ideal Clamps;Fasteners                                         ;Office Supplies
OFF-LA-10000081;Staples;Fasteners                                         ;Office Supplies
OFF-LA-10000121;Assorted Color Push Pins;Fasteners                                         ;Office Supplies
OFF-LA-10000134;Staples;Fasteners                                         ;Office Supplies
OFF-LA-10000240;Alliance Big Bands Rubber Bands, 12/Pack;Fasteners                                         ;Office Supplies
OFF-LA-10000248;Bagged Rubber Bands;Fasteners                                         ;Office Supplies
OFF-LA-10000262;Staples;Fasteners                                         ;Office Supplies
OFF-LA-10000305;Staples;Fasteners                                         ;Office Supplies
OFF-LA-10000407;Translucent Push Pins by OIC;Fasteners                                         ;Office Supplies
OFF-LA-10000414;Advantus T-Pin Paper Clips;Fasteners                                         ;Office Supplies
OFF-LA-10000443;Plymouth Boxed Rubber Bands by Plymouth;Fasteners                                         ;Office Supplies
OFF-LA-10000452;Super Bands, 12/Pack;Fasteners                                         ;Office Supplies
OFF-LA-10000476;Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box;Fasteners                                         ;Office Supplies
OFF-LA-10000634;Rubber Band Ball;Fasteners                                         ;Office Supplies
OFF-LA-10000973;Avery 496;Labels                                            ;Office Supplies
OFF-LA-10001045;Avery 48;Labels                                            ;Office Supplies
OFF-LA-10001074;Avery 511;Labels                                            ;Office Supplies
OFF-LA-10001158;Self-Adhesive Address Labels for Typewriters by Universal;Labels                                            ;Office Supplies
OFF-LA-10001175;Avery 52;Labels                                            ;Office Supplies
OFF-LA-10001297;Avery 494;Labels                                            ;Office Supplies
OFF-LA-10001317;Avery 495;Labels                                            ;Office Supplies
OFF-LA-10001404;Avery White Multi-Purpose Labels;Labels                                            ;Office Supplies
OFF-LA-10001474;Avery 503;Labels                                            ;Office Supplies
OFF-LA-10001569;Avery 501;Labels                                            ;Office Supplies
OFF-LA-10001613;Avery 488;Labels                                            ;Office Supplies
OFF-LA-10001641;Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll;Labels                                            ;Office Supplies
OFF-LA-10001771;Avery 509;Labels                                            ;Office Supplies
OFF-LA-10001934;Avery 502;Labels                                            ;Office Supplies
OFF-LA-10001982;Permanent Self-Adhesive File Folder Labels for Typewriters by Universal;Labels                                            ;Office Supplies
OFF-LA-10002034;Round Specialty Laser Printer Labels;Labels                                            ;Office Supplies
OFF-LA-10002043;"""Avery Address/Shipping Labels for Typewriters, 4"""" x 2""""""";Labels                                            ;Office Supplies
OFF-LA-10002195;Avery 514;Labels                                            ;Office Supplies
OFF-LA-10002271;Avery 473;Labels                                            ;Office Supplies
OFF-LA-10002312;Avery 520;Labels                                            ;Office Supplies
OFF-LA-10002368;Avery 517;Labels                                            ;Office Supplies
OFF-LA-10002381;Avery 477;Labels                                            ;Office Supplies
OFF-LA-10002473;Avery 499;Labels                                            ;Office Supplies
OFF-LA-10002475;Avery File Folder Labels;Labels                                            ;Office Supplies
OFF-LA-10002762;Avery 518;Labels                                            ;Office Supplies
OFF-LA-10002787;Avery 513;Labels                                            ;Office Supplies
OFF-LA-10002945;Avery 516;Labels                                            ;Office Supplies
OFF-LA-10003077;Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set;Labels                                            ;Office Supplies
OFF-LA-10003121;Avery 478;Labels                                            ;Office Supplies
OFF-LA-10003148;Avery 489;Labels                                            ;Office Supplies
OFF-LA-10003190;Avery 481;Labels                                            ;Office Supplies
OFF-LA-10003223;Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set;Labels                                            ;Office Supplies
OFF-LA-10003388;Avery 490;Labels                                            ;Office Supplies
OFF-LA-10003498;Avery 479;Labels                                            ;Office Supplies
OFF-LA-10003510;Avery 497;Labels                                            ;Office Supplies
OFF-LA-10003537;Avery 484;Labels                                            ;Office Supplies
OFF-LA-10003663;Avery 519;Labels                                            ;Office Supplies
OFF-LA-10003714;Avery 485;Labels                                            ;Office Supplies
OFF-LA-10003720;Avery 480;Labels                                            ;Office Supplies
OFF-LA-10003766;Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White;Labels                                            ;Office Supplies
OFF-LA-10003923;Avery 500;Labels                                            ;Office Supplies
OFF-LA-10003930;Avery 506;Labels                                            ;Office Supplies
OFF-LA-10004008;Avery 51;Labels                                            ;Office Supplies
OFF-LA-10004055;Avery 474;Labels                                            ;Office Supplies
OFF-LA-10004093;Avery 508;Labels                                            ;Office Supplies
OFF-LA-10004178;Avery 5;Labels                                            ;Office Supplies
OFF-LA-10004272;Avery 475;Labels                                            ;Office Supplies
OFF-LA-10004345;Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White;Labels                                            ;Office Supplies
OFF-LA-10004409;Avery 515;Labels                                            ;Office Supplies
OFF-LA-10004425;Avery 498;Labels                                            ;Office Supplies
OFF-LA-10004484;Avery 510;Labels                                            ;Office Supplies
OFF-LA-10004544;Avery 487;Labels                                            ;Office Supplies
OFF-LA-10004545;Self-Adhesive Removable Labels;Labels                                            ;Office Supplies
OFF-LA-10004559;Alphabetical Labels for Top Tab Filing;Labels                                            ;Office Supplies
OFF-LA-10004677;Dot Matrix Printer Tape Reel Labels, White, 5000/Box;Labels                                            ;Office Supplies
OFF-LA-10004689;Avery 507;Labels                                            ;Office Supplies
OFF-LA-10004853;Color-Coded Legal Exhibit Labels;Labels                                            ;Office Supplies
OFF-PA-10000007;Avery 486;Labels                                            ;Office Supplies
OFF-PA-10000019;Avery 491;Labels                                            ;Office Supplies
OFF-PA-10000029;Avery 482;Labels                                            ;Office Supplies
OFF-PA-10000048;Avery 493;Labels                                            ;Office Supplies
OFF-PA-10000061;Avery 492;Labels                                            ;Office Supplies
OFF-PA-10000062;Staple-on labels;Labels                                            ;Office Supplies
OFF-PA-10000069;Avery 476;Labels                                            ;Office Supplies
OFF-PA-10000100;Avery 505;Labels                                            ;Office Supplies
OFF-PA-10000130;Avery 50;Labels                                            ;Office Supplies
OFF-PA-10000141;Avery 49;Labels                                            ;Office Supplies
OFF-PA-10000143;Self-Adhesive Address Labels for Typewriters with Dispenser Box;Labels                                            ;Office Supplies
OFF-PA-10000157;Avery 512;Labels                                            ;Office Supplies
OFF-PA-10000167;Avery 483;Labels                                            ;Office Supplies
OFF-PA-10000174;"""Telephone Message Books with Fax/Mobile Section, 4 1/4"""" x 6""""""";Paper                                             ;Office Supplies
OFF-PA-10000176;Xerox 1931;Paper                                             ;Office Supplies
OFF-PA-10000210;Xerox 224;Paper                                             ;Office Supplies
OFF-PA-10000213;Xerox 20;Paper                                             ;Office Supplies
OFF-PA-10000223;Xerox 205;Paper                                             ;Office Supplies
OFF-PA-10000232;Green Bar Computer Printout Paper;Paper                                             ;Office Supplies
OFF-PA-10000241;TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack;Paper                                             ;Office Supplies
OFF-PA-10000246;Xerox 1945;Paper                                             ;Office Supplies
OFF-PA-10000249;Xerox 199;Paper                                             ;Office Supplies
OFF-PA-10000289;"""Ampad Evidence Wirebond Steno Books, 6"""" x 9""""""";Paper                                             ;Office Supplies
OFF-PA-10000295;Astroparche Fine Business Paper;Paper                                             ;Office Supplies
OFF-PA-10000300;Xerox 191;Paper                                             ;Office Supplies
OFF-PA-10000304;Xerox 1925;Paper                                             ;Office Supplies
OFF-PA-10000308;"""Message Book, Wirebound, Four 5 1/2"""" X 4"""" Forms/Pg., 200 Dupl. Sets/Book""";Paper                                             ;Office Supplies
OFF-PA-10000312;Xerox 1887;Paper                                             ;Office Supplies
OFF-PA-10000327;Xerox Blank Computer Paper;Paper                                             ;Office Supplies
OFF-PA-10000349;Xerox 198;Paper                                             ;Office Supplies
OFF-PA-10000350;Xerox 2000;Paper                                             ;Office Supplies
OFF-PA-10000357;Xerox 1975;Paper                                             ;Office Supplies
OFF-PA-10000380;"""IBM Multi-Purpose Copy Paper, 8 1/2 x 11"""", Case""";Paper                                             ;Office Supplies
OFF-PA-10000418;Riverleaf Stik-Withit Designer Note Cubes;Paper                                             ;Office Supplies
OFF-PA-10000466;Easy-staple paper;Paper                                             ;Office Supplies
OFF-PA-10000474;Xerox 213;Paper                                             ;Office Supplies
OFF-PA-10000477;Xerox 229;Paper                                             ;Office Supplies
OFF-PA-10000482;Xerox 1936;Paper                                             ;Office Supplies
OFF-PA-10000483;Xerox 1995;Paper                                             ;Office Supplies
OFF-PA-10000501;Xerox 1901;Paper                                             ;Office Supplies
OFF-PA-10000520;Xerox 1955;Paper                                             ;Office Supplies
OFF-PA-10000528;Xerox 1971;Paper                                             ;Office Supplies
OFF-PA-10000533;Easy-staple paper;Paper                                             ;Office Supplies
OFF-PA-10000551;"""Message Book, Standard Line """"While You Were Out"""", 5 1/2"""" X 4"""", 200 Sets/Book""";Paper                                             ;Office Supplies
OFF-PA-10000552;Xerox 1888;Paper                                             ;Office Supplies
OFF-PA-10000556;Xerox 1888;Paper                                             ;Office Supplies
OFF-PA-10000565;"""REDIFORM Incoming/Outgoing Call Register, 11"""" X 8 1/2"""", 100 Messages""";Paper                                             ;Office Supplies
OFF-PA-10000575;Xerox 189;Paper                                             ;Office Supplies
OFF-PA-10000587;Memo Book, 100 Message Capacity, 5 3/8” x 11”;Paper                                             ;Office Supplies
OFF-PA-10000595;Easy-staple paper;Paper                                             ;Office Supplies
OFF-PA-10000605;Xerox 1952;Paper                                             ;Office Supplies
OFF-PA-10000659;Xerox 1952;Paper                                             ;Office Supplies
OFF-PA-10000673;Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate;Paper                                             ;Office Supplies
OFF-PA-10000675;Xerox 19;Paper                                             ;Office Supplies
OFF-PA-10000682;Petty Cash Envelope;Paper                                             ;Office Supplies
OFF-PA-10000697;Xerox 201;Paper                                             ;Office Supplies
OFF-PA-10000726;Xerox 1981;Paper                                             ;Office Supplies
OFF-PA-10000740;Southworth Parchment Paper & Envelopes;Paper                                             ;Office Supplies
OFF-PA-10000743;Array Memo Cubes;Paper                                             ;Office Supplies
OFF-PA-10000788;Xerox 200;Paper                                             ;Office Supplies
OFF-PA-10000791;Xerox 208;Paper                                             ;Office Supplies
OFF-PA-10000806;Easy-staple paper;Paper                                             ;Office Supplies
OFF-PA-10000807;Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page;Paper                                             ;Office Supplies
OFF-PA-10000809;Array Parchment Paper, Assorted Colors;Paper                                             ;Office Supplies
OFF-PA-10000859;Xerox 1929;Paper                                             ;Office Supplies
OFF-PA-10000919;Xerox 1950;Paper                                             ;Office Supplies
OFF-PA-10000955;TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page;Paper                                             ;Office Supplies
OFF-PA-10000994;TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page;Paper                                             ;Office Supplies
OFF-PA-10001001;Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad;Paper                                             ;Office Supplies
OFF-PA-10001019;Xerox 1919;Paper                                             ;Office Supplies
OFF-PA-10001033;Xerox 1924;Paper                                             ;Office Supplies
OFF-PA-10001125;TOPS Voice Message Log Book, Flash Format;Paper                                             ;Office Supplies
OFF-PA-10001144;"""Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"""" x 7""""""";Paper                                             ;Office Supplies
OFF-PA-10001166;Xerox 1982;Paper                                             ;Office Supplies
OFF-PA-10001184;Xerox 1977;Paper                                             ;Office Supplies
OFF-PA-10001204;Xerox 210;Paper                                             ;Office Supplies
OFF-PA-10001215;Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book;Paper                                             ;Office Supplies
OFF-PA-10001243;Xerox 1934;Paper                                             ;Office Supplies
OFF-PA-10001246;"""TOPS """"Important Message"""" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad""";Paper                                             ;Office Supplies
OFF-PA-10001260;Xerox 206;Paper                                             ;Office Supplies
OFF-PA-10001274;Unpadded Memo Slips;Paper                                             ;Office Supplies
OFF-PA-10001281;Xerox 1918;Paper                                             ;Office Supplies
OFF-PA-10001289;Southworth 25% Cotton Granite Paper & Envelopes;Paper                                             ;Office Supplies
OFF-PA-10001293;Xerox 1915;Paper                                             ;Office Supplies
OFF-PA-10001295;Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate;Paper                                             ;Office Supplies
OFF-PA-10001307;Xerox 1884;Paper                                             ;Office Supplies
OFF-PA-10001357;Xerox 1893;Paper                                             ;Office Supplies
OFF-PA-10001363;Xerox 1988;Paper                                             ;Office Supplies
OFF-PA-10001450;Xerox 1913;Paper                                             ;Office Supplies
OFF-PA-10001457;Xerox 1932;Paper                                             ;Office Supplies
OFF-PA-10001461;Xerox 1932;Paper                                             ;Office Supplies
OFF-PA-10001471;Xerox 1903;Paper                                             ;Office Supplies
OFF-PA-10001497;Xerox 1972;Paper                                             ;Office Supplies
OFF-PA-10001509;Xerox 1963;Paper                                             ;Office Supplies
OFF-PA-10001526;Xerox 1983;Paper                                             ;Office Supplies
OFF-PA-10001534;Xerox 215;Paper                                             ;Office Supplies
OFF-PA-10001560;TOPS Money Receipt Book, Consecutively Numbered in Red,;Paper                                             ;Office Supplies
OFF-PA-10001569;Loose Memo Sheets;Paper                                             ;Office Supplies
OFF-PA-10001583;Computer Printout Paper with Letter-Trim Fine Perforations;Paper                                             ;Office Supplies
OFF-PA-10001593;White Computer Printout Paper by Universal;Paper                                             ;Office Supplies
OFF-PA-10001609;Xerox 1946;Paper                                             ;Office Supplies
OFF-PA-10001622;Computer Printout Paper with Letter-Trim Perforations;Paper                                             ;Office Supplies
OFF-PA-10001639;Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad;Paper                                             ;Office Supplies
OFF-PA-10001661;Xerox 1886;Paper                                             ;Office Supplies
OFF-PA-10001667;Xerox 1933;Paper                                             ;Office Supplies
OFF-PA-10001685;Rediform S.O.S. Phone Message Books;Paper                                             ;Office Supplies
OFF-PA-10001712;White GlueTop Scratch Pads;Paper                                             ;Office Supplies
OFF-PA-10001725;HP Office Paper (20Lb. and 87 Bright);Paper                                             ;Office Supplies
OFF-PA-10001736;Strathmore Photo Frame Cards;Paper                                             ;Office Supplies
OFF-PA-10001745;Xerox 1914;Paper                                             ;Office Supplies
OFF-PA-10001752;"""Recycled Desk Saver Line """"While You Were Out"""" Book, 5 1/2"""" X 4""""""";Paper                                             ;Office Supplies
OFF-PA-10001763;Xerox 1949;Paper                                             ;Office Supplies
OFF-PA-10001776;Xerox 230;Paper                                             ;Office Supplies
OFF-PA-10001790;Adams Telephone Message Books, 5 1/4” x 11”;Paper                                             ;Office Supplies
OFF-PA-10001800;Xerox 232;Paper                                             ;Office Supplies
OFF-PA-10001801;"""1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"""" X 11"""" Cards, 25 Env./Pack""";Paper                                             ;Office Supplies
OFF-PA-10001804;Xerox 1947;Paper                                             ;Office Supplies
OFF-PA-10001815;Tops Wirebound Message Log Books;Paper                                             ;Office Supplies
OFF-PA-10001826;"""Ampad Poly Cover Wirebound Steno Book, 6"""" x 9"""" Assorted Colors, Gregg Ruled""";Paper                                             ;Office Supplies
OFF-PA-10001837;Xerox 203;Paper                                             ;Office Supplies
OFF-PA-10001838;Xerox 1922;Paper                                             ;Office Supplies
OFF-PA-10001846;Great White Multi-Use Recycled Paper (20Lb. and 84 Bright);Paper                                             ;Office Supplies
OFF-PA-10001870;Easy-staple paper;Paper                                             ;Office Supplies
OFF-PA-10001878;Xerox 1948;Paper                                             ;Office Supplies
OFF-PA-10001892;Xerox 1892;Paper                                             ;Office Supplies
OFF-PA-10001934;Xerox 1880;Paper                                             ;Office Supplies
OFF-PA-10001937;"""Wirebound Message Books, 2 7/8"""" x 5"""", 3 Forms per Page""";Paper                                             ;Office Supplies
OFF-PA-10001947;Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright);Paper                                             ;Office Supplies
OFF-PA-10001950;Xerox 1896;Paper                                             ;Office Supplies
OFF-PA-10001952;"""Wirebound Message Books, Four 2 3/4"""" x 5"""" Forms per Page, 600 Sets per Book""";Paper                                             ;Office Supplies
OFF-PA-10001954;Xerox 1910;Paper                                             ;Office Supplies
OFF-PA-10001970;Xerox 220;Paper                                             ;Office Supplies
OFF-PA-10001972;Xerox 193;Paper                                             ;Office Supplies
OFF-PA-10001977;Xerox 195;Paper                                             ;Office Supplies
OFF-PA-10001994;Xerox 1885;Paper                                             ;Office Supplies
OFF-PA-10002001;Xerox 207;Paper                                             ;Office Supplies
OFF-PA-10002005;Xerox 1976;Paper                                             ;Office Supplies
OFF-PA-10002036;"""Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""""X8 1/2"""", 300/Messages""";Paper                                             ;Office Supplies
OFF-PA-10002105;Xerox 1899;Paper                                             ;Office Supplies
OFF-PA-10002109;Xerox 202;Paper                                             ;Office Supplies
OFF-PA-10002120;Xerox 1891;Paper                                             ;Office Supplies
OFF-PA-10002137;"""Rediform Wirebound """"Phone Memo"""" Message Book, 11 x 5-3/4""";Paper                                             ;Office Supplies
OFF-PA-10002160;Xerox 1993;Paper                                             ;Office Supplies
OFF-PA-10002195;Xerox 21;Paper                                             ;Office Supplies
OFF-PA-10002222;Xerox 1974;Paper                                             ;Office Supplies
OFF-PA-10002230;Southworth 25% Cotton Antique Laid Paper & Envelopes;Paper                                             ;Office Supplies
OFF-PA-10002245;Xerox 1902;Paper                                             ;Office Supplies
OFF-PA-10002246;Xerox 1964;Paper                                             ;Office Supplies
OFF-PA-10002250;Xerox 1908;Paper                                             ;Office Supplies
OFF-PA-10002254;Xerox 1908;Paper                                             ;Office Supplies
OFF-PA-10002259;Xerox 214;Paper                                             ;Office Supplies
OFF-PA-10002262;Xerox 194;Paper                                             ;Office Supplies
OFF-PA-10002319;"""Ink Jet Note and Greeting Cards, 8-1/2"""" x 5-1/2"""" Card Size""";Paper                                             ;Office Supplies
OFF-PA-10002333;Xerox 1984;Paper                                             ;Office Supplies
OFF-PA-10002365;Xerox 225;Paper                                             ;Office Supplies
OFF-PA-10002377;Xerox 1930;Paper                                             ;Office Supplies
OFF-PA-10002421;Xerox 223;Paper                                             ;Office Supplies
OFF-PA-10002464;Wirebound Voice Message Log Book;Paper                                             ;Office Supplies
OFF-PA-10002479;Xerox 1889;Paper                                             ;Office Supplies
OFF-PA-10002499;Southworth 100% Résumé Paper, 24lb.;Paper                                             ;Office Supplies
OFF-PA-10002552;Xerox 1978;Paper                                             ;Office Supplies
OFF-PA-10002558;Xerox 1966;Paper                                             ;Office Supplies
OFF-PA-10002581;Xerox 1966;Paper                                             ;Office Supplies
OFF-PA-10002586;"""Xerox Color Copier Paper, 11"""" x 17"""", Ream""";Paper                                             ;Office Supplies
OFF-PA-10002606;Xerox 1897;Paper                                             ;Office Supplies
OFF-PA-10002615;Xerox 1895;Paper                                             ;Office Supplies
OFF-PA-10002659;Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book;Paper                                             ;Office Supplies
OFF-PA-10002666;Things To Do Today Pad;Paper                                             ;Office Supplies
OFF-PA-10002689;Xerox 1883;Paper                                             ;Office Supplies
OFF-PA-10002709;"""Geographics Note Cards, Blank, White, 8 1/2"""" x 11""""""";Paper                                             ;Office Supplies
OFF-PA-10002713;Xerox 192;Paper                                             ;Office Supplies
OFF-PA-10002741;Xerox 1944;Paper                                             ;Office Supplies
OFF-PA-10002749;"""Universal Ultra Bright White Copier/Laser Paper, 8 1/2"""" x 11"""", Ream""";Paper                                             ;Office Supplies
OFF-PA-10002751;Xerox 1967;Paper                                             ;Office Supplies
OFF-PA-10002764;Xerox 1916;Paper                                             ;Office Supplies
OFF-PA-10002787;Xerox 1916;Paper                                             ;Office Supplies
OFF-PA-10002870;Embossed Ink Jet Note Cards;Paper                                             ;Office Supplies
OFF-PA-10002893;HP Office Recycled Paper (20Lb. and 87 Bright);Paper                                             ;Office Supplies
OFF-PA-10002923;Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright);Paper                                             ;Office Supplies
OFF-PA-10002947;Xerox 1890;Paper                                             ;Office Supplies
OFF-PA-10002960;Xerox 1958;Paper                                             ;Office Supplies
OFF-PA-10002968;Xerox 1938;Paper                                             ;Office Supplies
OFF-PA-10002986;Xerox 1951;Paper                                             ;Office Supplies
OFF-PA-10003001;Xerox 1970;Paper                                             ;Office Supplies
OFF-PA-10003016;Xerox 1928;Paper                                             ;Office Supplies
OFF-PA-10003022;"""Ampad Gold Fibre Wirebound Steno Books, 6"""" x 9"""", Gregg Ruled""";Paper                                             ;Office Supplies
OFF-PA-10003036;Avoid Verbal Orders Carbonless Minifold Book;Paper                                             ;Office Supplies
OFF-PA-10003039;Southworth 25% Cotton Linen-Finish Paper & Envelopes;Paper                                             ;Office Supplies
OFF-PA-10003063;Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright);Paper                                             ;Office Supplies
OFF-PA-10003072;Xerox 1956;Paper                                             ;Office Supplies
OFF-PA-10003127;Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”;Paper                                             ;Office Supplies
OFF-PA-10003129;Xerox 1980;Paper                                             ;Office Supplies
